NOMBRE,DROGA,PRESENTACION,LABORATORIO,PRECIO,PRECIOPAMI,FORMA,VIA,POTENCIA,UPOTENCIA,UNIDADES,TIPOUNIDAD,TIPO_DE_VENTA,ACCION,TROQUEL,SNOMED,GTIN1,C_BARRA,IMPORTADO,D_MARCA_CONTROLADO
FUROSEMIDA KLONAL,furosemida,20 mg a.x 100 x 2 ml,Klonal,479522,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg/ml,100,unidades de 2 ml,Venta Bajo Receta,Diurético, ,328511000221108,07795360005507,7795360005507,Nacional,NO CONTROLADO
FUROSEMIDA VANNIER,furosemida,comp.x 50,Vannier,22294,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,50,unidades,Venta Bajo Receta,Diurético,3974071,165991000221102,07795372000255,7795372000255,Nacional,NO CONTROLADO
FUROTRAL,furosemida,40 mg comp.x 30,Lepetit,15840,4256,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Diurético,5759262,160471000221104,07798160690515,7798160690515,Nacional,NO CONTROLADO
FURSEMIDA LARJAN,furosemida,20 mg a.x 100 x 2 ml,Veinfar,395068,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg/ml,100,unidades de 2 ml,Venta Bajo Receta,Diurético, ,279861000221105,07798072511373,7798072511373,Nacional,NO CONTROLADO
FURTENK,furosemida,40 mg comp.x 30,Biotenk,14242,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Diurético,3713363, ,7796363004849,7796363004849,Nacional,NO CONTROLADO
FURTENK,furosemida,40 mg comp.rec.x 50,Biotenk,23475,8379,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,50,unidades,Venta Bajo Receta,Diurético,3713364,133451000221108,07796363000230,7796363000230,Nacional,NO CONTROLADO
FUSIMED,"fusídico,ác.",2% cr.x 15 g,Cassará,14220,7798,Cremas/Geles/Pomadas/Ungüentos,uso externo,,g %,1,unidades de 15 g,Venta Bajo Receta,Antibiótico tópico,4913401,279881000221103,07795373013797,7795373013797,Nacional,NO CONTROLADO
FUSIMED B,"fusídico,ác.+betametasona",emuls.x 50 g,Cassará,27160,0,Emulsiones/Leches de Limpieza,uso externo,,g %,1,unidades de 50 g,Venta Bajo Receta,Antibiótico Corticosteroide,4228582,376111000221100,07795373013780,7795373013780,Nacional,NO CONTROLADO
FUSIMED B OTONASAL,"fusídico,ác.+betametasona",emuls.x 15 g,Cassará,19940,0,Emulsiones/Leches de Limpieza,uso externo,,g %,1,unidades de 15 g,Venta Bajo Receta,Antibiótico Corticosteroide,4228581,376101000221103,07795373013773,7795373013773,Nacional,NO CONTROLADO
FUVENTUD FLEX,colágeno tipo II+asoc.,cáps.x 30,Pharma Alioth,33801,0,Cápsulas/Softgels,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7795513274583,7795513274583,Nacional,NO CONTROLADO
FUVENTUD MOBI,hidrolizado de colágeno+asoc.,sobre x 12 g,Pharma Alioth,1409,0,Granulados,oral,,No Clasificada,1,unidades de 12 g,Venta Libre,Suplemento dietario, , ,7795513274590,7795513274590,Nacional,NO CONTROLADO
FUVENTUD MOBI,hidrolizado de colágeno+asoc.,sobres x 12 g x 15,Pharma Alioth,19225,0,Granulados,oral,,No Clasificada,15,unidades de 12 g,Venta Libre,Suplemento dietario, , ,7795513274767,7795513274767,Nacional,NO CONTROLADO
FUZEON,enfuvirtide,90 mg f.a.x 60,Roche,6936845,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,60,unidades,Venta Bajo Receta Archivada,Antiviral contra HIV,5204811,279921000221108,07792371649973,7792371649973,Importado,VENTA VIGILADA
G.N.O. 30 MG,"morfina,clorhidrato",comp.x 10,Rospaw,34955,20076,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,10,unidades,Venta Bajo Receta Archivada,Analgésico,4183022,116151000221102,07798118063187,7798118063187,Nacional,ESTUPEFACIENTE I
G.N.O. 30 MG,"morfina,clorhidrato",comp.x 20,Rospaw,47124,30468,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta Archivada,Analgésico,4183023,116161000221100,07798118063194,7798118063194,Nacional,ESTUPEFACIENTE I
G.N.O. 30 MG,"morfina,clorhidrato",comp.x 50,Rospaw,117406,73856,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,50,unidades,Venta Bajo Receta Archivada,Analgésico,4183021,104521000221107,07798118063200,7798118063200,Nacional,ESTUPEFACIENTE I
G.N.O. 60 MG,"morfina,clorhidrato",comp.x 30,Rospaw,114591,53319,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta Archivada,Analgésico,4477732,116121000221108,07798118063132,7798118063132,Nacional,ESTUPEFACIENTE I
G.N.O. 60 MG,"morfina,clorhidrato",comp.x 50,Rospaw,187431,84610,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,50,unidades,Venta Bajo Receta Archivada,Analgésico,4477733,116131000221106,07798118063224,7798118063224,Nacional,ESTUPEFACIENTE I
G.N.O. CP,codeína+paracetamol,comp.x 50,Rospaw,89536,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,50,unidades,Venta Bajo Receta Archivada,Analgésico opioide,4868883,387711000221109,07798118063248,7798118063248,Nacional,ESTUPEFACIENTE III
GA 1 ANAMIX INFANT,aminoácidos+carbohidratos+asoc.,env.x 400 g,AMN,1510604,0,Batidos/Puré/Jugos/Otros alimentos,oral,,No Clasificada,1,unidades de 400 g,Venta Bajo Receta,Alimentos propós.médico específ., , ,5016533655698,5016533655698,Importado,NO CONTROLADO
GA 1 ANAMIX JUNIOR UNFLAVOURED,aminoácidos+carbohidratos+asoc.,env.x 400 g,AMN,1907493,0,Batidos/Puré/Jugos/Otros alimentos,oral,,No Clasificada,1,unidades de 400 g,Venta Bajo Receta,Alimentos propós.médico específ., , ,5016533648317,5016533648317,Importado,NO CONTROLADO
GAAP OFTENO,latanoprost,gts.oft.x 3 ml,Siegfried,42601,27240,Gotas oftálmicas/Colirios,uso externo,,mcg/ml,1,unidades de 3 ml,Venta Bajo Receta,Hipotensor ocular,663568,464201000221102,736085417029,736085417029,Importado,NO CONTROLADO
GAAP OFTENO PF,latanoprost,gts.oft.x 3 ml,Siegfried,52165,27239,Gotas oftálmicas/Colirios,uso externo,,mcg/ml,1,unidades de 3 ml,Venta Bajo Receta,Hipotensor ocular,672655,492591000221102,736085418842,736085418842,Importado,NO CONTROLADO
GABAPENTIN 300 VANNIER,gabapentin,300 mg comp.x 30,Vannier,36548,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Anticonvulsivo,6291001,215761000221105,07795372001535,7795372001535,Nacional,NO CONTROLADO
GABAPENTIN 300 VANNIER,gabapentin,300 mg comp.x 60,Vannier,62845,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Anticonvulsivo,6291002,146851000221100,07795372001542,7795372001542,Nacional,NO CONTROLADO
GABSIK,"tióctico,ác.",600 mg comp.rec.x 30,Savant Generic,51692,50678,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Trat.polineuritis diabética,6298266,249951000221101,07798032935027,7798032935027,Nacional,NO CONTROLADO
GABUTEN,enalapril,10 mg comp.x 90,Savant Generic,22770,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,90,unidades,Venta Bajo Receta,Antihipertensivo, ,387641000221100,7798032937052,7798032937052,Nacional,NO CONTROLADO
GAC A FORMULA,proteínas+vitaminas+minerales,lata x 400 g,B-Life,1136459,0,Granulados,oral,,No Clasificada,1,unidades de 400 g,Venta Bajo Receta,Alimentos propós.médico específ., , ,4034341002337,4034341002337,Importado,NO CONTROLADO
GAC B FORMULA,proteínas+vitaminas+minerales,lata x 500 g,B-Life,1583131,0,Granulados,oral,,No Clasificada,1,unidades de 500 g,Venta Bajo Receta,Alimentos propós.médico específ., , ,4034341002344,4034341002344,Importado,NO CONTROLADO
GADOCOR,nebivolol,5 mg comp.birran.x 30,Gador,19617,19617,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antihipertensivo,6361971,222291000221105,07792183002454,7792183002454,Nacional,NO CONTROLADO
GADOCOR,nebivolol,10 mg comp.ran.x 30,Gador,37507,37507,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antihipertensivo,6362001,222311000221109,07792183002461,7792183002461,Nacional,NO CONTROLADO
GADOFEM,drospirenona+estradiol,env.calend.comp.rec.x 28,Gador,28134,16209,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,28,unidades,Venta Bajo Receta,Hormonoterapia,5559001,150251000221100,07792183488685,7792183488685,Nacional,NO CONTROLADO
GADOFEROL,vit.d3,sol.oral x 2 ml,Gador,10824,0,Ampollas bebibles,oral,,mg,1,unidades de 2 ml,Venta Bajo Receta,Vitaminoterapia d,6357841,279931000221106,07792183002508,7792183002508,Nacional,NO CONTROLADO
GADOFEROL CB,vit.d3,100000 UI cáps.bl. x 1,Gador,11916,0,Cápsulas/Softgels,oral,,UI,1,unidades,Venta Bajo Receta,Vitaminoterapia d,6604391,377651000221105,07792183489880,7792183489880,Nacional,NO CONTROLADO
GADOFEROL CB,vit.d3,50000 UI cáps.bl. x 2,Gador,14111,0,Cápsulas/Softgels,oral,,UI,2,unidades,Venta Bajo Receta,Vitaminoterapia d,6604262,377641000221108,07792183489873,7792183489873,Nacional,NO CONTROLADO
GADOFEROL CB,vit.d3,100000 UI cáps.bl. x 2,Gador,18955,0,Cápsulas/Softgels,oral,,UI,2,unidades,Venta Bajo Receta,Vitaminoterapia d,6604392,377661000221107,07792183489897,7792183489897,Nacional,NO CONTROLADO
GADOFEROL CB,vit.d3,100000 UI cáps.bl. x 4,Gador,35114,0,Cápsulas/Softgels,oral,,UI,4,unidades,Venta Bajo Receta,Vitaminoterapia d,6604393, ,7792183490978,7792183490978,Nacional,NO CONTROLADO
GADOLAX,fosfato disódico+fosfato monosód.,sol.oral x 45 ml,Gador,22163,13831,Jarabe/Suspensión oral/Polvo para uso oral,oral,,g %,1,unidades de 45 ml,Venta Bajo Receta,Evacuante intestinal,4627551,279941000221104,07792183487725,7792183487725,Nacional,NO CONTROLADO
GADOLIP,"fenofíbrico,ác.",45 mg cáps.x 30,Gador,37333,34106,Cáps./Comp. de Liberación Controlada,oral,,mg,30,unidades,Venta Bajo Receta,Hipolipemiante,5962133,242061000221108,07792183000702,7792183000702,Nacional,NO CONTROLADO
GADOLIP,"fenofíbrico,ác.",135 mg cáps.x 30,Gador,46115,40206,Cáps./Comp. de Liberación Controlada,oral,,mg,30,unidades,Venta Bajo Receta,Hipolipemiante,5962263,160081000221109,07792183000719,7792183000719,Nacional,NO CONTROLADO
GADOPRIL,enalapril,2.5 mg comp.ran.x 30,Gador,3689,2620,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antihipertensivo,3927123,168491000221100,07792183487930,7792183487930,Nacional,NO CONTROLADO
GADOPRIL,enalapril,2.5 mg comp.ran.x 60,Gador,7554,5250,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antihipertensivo,3927125,168511000221108,07792183487916,7792183487916,Nacional,NO CONTROLADO
GADOPRIL,enalapril,5 mg comp.ran.x 30,Gador,5876,5530,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antihipertensivo,3927203,196681000221104,07792183487947,7792183487947,Nacional,NO CONTROLADO
GADOPRIL,enalapril,10 mg comp.ran.x 30,Gador,10221,10097,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antihipertensivo,3124396,168591000221101,07792183487954,7792183487954,Nacional,NO CONTROLADO
GADOPRIL,enalapril,20 mg comp.ran.x 30,Gador,12470,12231,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antihipertensivo,3124476,168601000221106,07792183487909,7792183487909,Nacional,NO CONTROLADO
GADOPRIL,enalapril,5 mg comp.ran.x 60,Gador,11242,10895,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antihipertensivo,3927205,168551000221109,07792183487923,7792183487923,Nacional,NO CONTROLADO
GADOPRIL,enalapril,10 mg comp.ran.x 60,Gador,19483,18573,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antihipertensivo,3124397,168631000221101,07792183487879,7792183487879,Nacional,NO CONTROLADO
GADOPRIL,enalapril,20 mg comp.ran.x 60,Gador,23739,23670,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Antihipertensivo,3124477,168611000221109,07792183487886,7792183487886,Nacional,NO CONTROLADO
GADOPRIL,enalapril,10 mg comp.ran.x 100,Gador,30704,30373,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,100,unidades,Venta Bajo Receta,Antihipertensivo,3124393,168581000221104,07792183487756,7792183487756,Nacional,NO CONTROLADO
GADOPRIL D,enalapril+hidroclorotiazida,10/25 mg comp.x 30,Gador,15429,15429,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antihipertensivo Diurético,5202512,127011000221108,07792183487435,7792183487435,Nacional,NO CONTROLADO
GADOVIST,gadobutrol,f.a.x 7.5 ml,Bayer (PH),467567,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,No Clasificada,1,unidades de 7.5 ml,Venta Bajo Receta,Medio de contraste p/IRM,6271841,279971000221109,07795320000092,7795320000092,Importado,NO CONTROLADO
GADOVIST,gadobutrol,1.0 VL 1x 30ml AR,Bayer (PH),1636486,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,No Clasificada,1,unidades de 30 ml,Venta Bajo Receta,Medio de contraste p/IRM,6271842,509781000221106,07795320053432,7795320053432,Importado,NO CONTROLADO
GALACTOMIN 19,aminoácidos+carbohidratos+asoc.,env.x 400 g,AMN,1469602,0,Batidos/Puré/Jugos/Otros alimentos,oral,,No Clasificada,1,unidades de 400 g,Venta Bajo Receta,Alimentos propós.médico específ., , ,5016533635379,5016533635379,Nacional,NO CONTROLADO
GALAFOLD,migalastat,123 mg cáps.x 14,Pint Pharma,36596132,0,Cápsulas/Softgels,oral,,mg,14,unidades,Venta Bajo Receta,Chaperona farmacológica, ,354061000221109,07798147400526,7798147400526,Importado,NO CONTROLADO
GALAREN,"vecuronio,brom.",10 mg f.a.x 25,Fada Pharma,1484503,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,25,unidades,Venta Bajo Receta Archivada,Relajante muscular, ,279981000221107,07793569003232,7793569003232,Nacional,NO CONTROLADO
GALAVIT,vit.+asoc.,comp.x 30,Química Luar,63909,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,30,unidades,Venta Libre,Suplemento dietario, , ,7798038289360,7798038289360,Nacional,NO CONTROLADO
GALCICLINA  SANT GALL,ampicilina,500 mg comp.x 16,Sant Gall,15662,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,16,unidades,Venta Bajo Receta Archivada,Antibiótico,580184,207321000221107,7798052710895,7798052710895,Nacional,VENTA VIGILADA
GALENIC RESTAURADOR CAPILAR,colágeno+asoc.,pomo x 100 g,Neo-Dermos,19449,0,Solución de uso externo/Loción,uso externo,,No Clasificada,1,unidades de 100 g,Venta Libre,Regenerador capilar, , ,7798024280098,7798024280098,Nacional,NO CONTROLADO
GALENIC SHAMPOO,dietanolamina láurica+asoc.,shamp.x 100 g,Neo-Dermos,18655,0,Shampoo/Jabón líquido,uso externo,,No Clasificada,1,unidades de 100 g,Venta Libre,Limpieza capilar,2816378, ,7798024280104,7798024280104,Nacional,NO CONTROLADO
GALFEROL 2400,vit.d,fco.gotero x 4 ml,Sant Gall,16973,0,Gotas orales,oral,,UI/ml,1,unidades de 4 ml,Venta Bajo Receta,Vitaminoterapia d,6206001,280001000221102,07798052711915,7798052711915,Nacional,NO CONTROLADO
GALFEROL 400,vit.d,fco.gotero x 9 ml,Sant Gall,10300,0,Gotas orales,oral,,UI/ml,1,unidades de 9 ml,Venta Bajo Receta,Vitaminoterapia d, ,280011000221104,07798052711007,7798052711007,Nacional,NO CONTROLADO
GALFOL 1,"fólico,ác.",1 mg comp.x 30,Sant Gall,10749,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Vitamínico,5446711,208191000221108,07798052710550,7798052710550,Nacional,NO CONTROLADO
GALFOL 10,"fólico,ác.",10 mg comp.rec.x 30,Sant Gall,22382,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Antianémico,5446971,208231000221101,07798052710581,7798052710581,Nacional,NO CONTROLADO
GALFOL 5,"fólico,ác.",5 mg comp.x 30,Sant Gall,13761,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Vitamínico,5446841,208211000221109,07798052710574,7798052710574,Nacional,NO CONTROLADO
GALLCORT,meprednisona,gts.x 20 ml,Sant Gall,12892,0,Gotas orales,oral,,mg/ml,1,unidades de 20 ml,Venta Bajo Receta,Corticosteroide,6298841,280031000221107,07798052711168,7798052711168,Nacional,NO CONTROLADO
GALLCORT,meprednisona,4 mg comp.x 20,Sant Gall,10999,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta,Corticosteroide,6298551,207641000221105,07798052711144,7798052711144,Nacional,NO CONTROLADO
GALLCORT,meprednisona,40 mg comp.x 20,Sant Gall,57049,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,20,unidades,Venta Bajo Receta Archivada,Corticosteroide,6298711,207821000221102,07798052711151,7798052711151,Nacional,NO CONTROLADO
GALLETITAS NUPROBA,carbohidratos+asoc.,env.x 150 g,B-Life,48211,0,Batidos/Puré/Jugos/Otros alimentos,oral,,No Clasificada,1,unidades de 150 g,Venta Bajo Receta,Alimentos propós.médico específ., , ,7798321180121,7798321180121,Nacional,NO CONTROLADO
GALVUS,vildagliptin,50 mg comp.x 28,Celnova Argentina,60841,56628,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,28,unidades,Venta Bajo Receta,Hipoglucemiante oral,5726131,154031000221106,07795306150131,7795306150131,Importado,NO CONTROLADO
GALVUS,vildagliptin,50 mg comp.x 56,Celnova Argentina,115771,110517,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,56,unidades,Venta Bajo Receta,Hipoglucemiante oral,5726132,154041000221104,07795306150124,7795306150124,Importado,NO CONTROLADO
GALVUS MET,vildagliptin+metformina,50/500 mg comp.x 30,Celnova Argentina,70984,67401,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Hipoglucemiante oral,6244971,121101000221103,07795306097108,7795306097108,Importado,NO CONTROLADO
GALVUS MET,vildagliptin+metformina,50/850 mg comp.x 30,Celnova Argentina,77679,67401,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Hipoglucemiante oral,5761551,197651000221107,07795306157147,7795306157147,Nacional,NO CONTROLADO
GALVUS MET,vildagliptin+metformina,50/1000 mg comp.x 30,Celnova Argentina,95131,76656,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Hipoglucemiante oral,5761681,197681000221102,07795306157178,7795306157178,Nacional,NO CONTROLADO
GALVUS MET,vildagliptin+metformina,50/500 mg comp.x 60,Celnova Argentina,135953,127043,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Hipoglucemiante oral,6244972,119701000221105,07795306097115,7795306097115,Importado,NO CONTROLADO
GALVUS MET,vildagliptin+metformina,50/850 mg comp.x 60,Celnova Argentina,155552,127043,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Hipoglucemiante oral,5761552,197661000221109,07795306157130,7795306157130,Nacional,NO CONTROLADO
GALVUS MET,vildagliptin+metformina,50/1000 mg comp.x 60,Celnova Argentina,169072,145024,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Hipoglucemiante oral,5761682,197691000221104,07795306157154,7795306157154,Nacional,NO CONTROLADO
GALZIN,"zinc,acetato",25 mg cáps.x 250,Tuteur,331232,0,Cápsulas/Softgels,oral,,mg,250,unidades,Venta Bajo Receta,Trat.enf.de Wilson,5048140,112791000221107,07793397075005,7793397075005,Nacional,NO CONTROLADO
GAMMAGLOBULINA-T,inmunoglobulina humana,16.5% iny.fco.x 2 ml,Hemoderivados,37981,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,,mg/ml,1,unidades de 2 ml,Venta Bajo Receta,Inmunoterapia pasiva,2344691,280131000221108,07798028710058,7798028710058,Nacional,NO CONTROLADO
GAMMAGLOBULINA-T,inmunoglobulina humana,16.5% iny.fco.x 5 ml,Hemoderivados,94953,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,,mg/ml,1,unidades de 5 ml,Venta Bajo Receta,Inmunoterapia pasiva,2344431,280141000221101,07798028710041,7798028710041,Nacional,NO CONTROLADO
GAMMANORM,inmunoglobulina humana,1.65 g fco.a.x 10 ml,Infinity Pharma,1616795,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,,mg/ml,1,unidades de 2 ml,Venta Bajo Receta,Inmunoterapia pasiva,6557971,352951000221101,07798385040041,7798035314171,Importado,NO CONTROLADO
GAMMANORM,inmunoglobulina humana,3.3 g fco.a.x 20 ml,Infinity Pharma,3233591,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,,mg/ml,1,unidades de 2 ml,Venta Bajo Receta,Inmunoterapia pasiva,6557972,352961000221104,07798385040140,7798035314188,Importado,NO CONTROLADO
GAMMASUB UNC,inmunoglobulina humana normal,iny.x 3 ml,Hemoderivados,341514,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/SC,,No Clasificada,1,unidades de 3 ml,Venta Bajo Receta,Terapia de sustitución de anticuerpos, ,407951000221101,07798028710386,7798028710386,Nacional,NO CONTROLADO
GAMMASUB UNC,inmunoglobulina humana normal,iny.x 10 ml,Hemoderivados,1149763,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/SC,,No Clasificada,1,unidades de 10 ml,Venta Bajo Receta,Terapia de sustitución de anticuerpos, ,407931000221105,07798028710393,7798028710393,Nacional,NO CONTROLADO
GAMMASUB UNC,inmunoglobulina humana normal,iny.x 20 ml,Hemoderivados,2299526,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM/SC,,No Clasificada,1,unidades de 20 ml,Venta Bajo Receta,Terapia de sustitución de anticuerpos, ,407941000221103,07798028710409,7798028710409,Nacional,NO CONTROLADO
GAMMATET T,gammaglobulina antitetán.+toxoide,500UI jga.prell.+toxoide,Gador,268723,174050,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,,UI,1,unidades,Venta Bajo Receta,Inmunización antitetánica,3030081,319331000221105,07792183000627,7792183000627,Nacional,NO CONTROLADO
GANCICLOVIR RICHET,ganciclovir,IV 500 mg f.a.x 1,Richet,66607,53555,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IV,,mg,1,unidades,Venta Bajo Receta Archivada,Antiviral,4799160,280151000221104,07795336290937,7795336290937,Nacional,VENTA VIGILADA
GANFORT,bimatoprost+timolol,sol.oft.x 3 ml,Abbvie Allergan Aesthetics,58213,43736,Gotas oftálmicas/Colirios,uso externo,,g %,1,unidades de 3 ml,Venta Bajo Receta,Antiglaucomatoso,5614391,280171000221106,08054083026275,7795316915225,Importado,NO CONTROLADO
GANFORT UD,bimatoprost+timolol,sol.oft.x 30 ds.x 0.4 ml,Abbvie Allergan Aesthetics,74620,45247,Gotas oftálmicas/Colirios,uso externo,,g %,1,unidades de 3 ml,Venta Bajo Receta,Antiglaucomatoso,5614392,280181000221109,08054083026459,7795316006220,Importado,NO CONTROLADO
GARCINIA,garcinia cambogia+asoc.,comp.x 60,Provefarma,17035,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,60,unidades,Venta Libre,Suplemento dietario, , ,7798119960737,7798119960737,Nacional,NO CONTROLADO
GARCINIA CAMBOGIA COMPUESTA,garcinia cambogia+asoc.,blíster comp.x 60,Lafarmen,15000,0,Comprimidos/Pastillas/Tabletas/Grageas,oral,,No Clasificada,60,unidades,Venta Libre,Suplemento dietario, , ,7798026672341,7798026672341,Nacional,NO CONTROLADO
GARCINIA VITAMIN WAY,garcinia cambogia+asoc.,cáps.x 60,Pharmamerican S.R.L.,13961,0,Cápsulas/Softgels,oral,,No Clasificada,60,unidades,Venta Libre,Suplemento dietario, , ,7798008295568,7798008295568,Nacional,NO CONTROLADO
GARCINIA+SPIRULINA VITAMIN WAY,garcinia cambogia+asoc.,cáps.x 60,Pharmamerican S.R.L.,15404,0,Cápsulas/Softgels,oral,,No Clasificada,60,unidades,Venta Libre,Suplemento dietario, , ,7798008296138,7798008296138,Nacional,NO CONTROLADO
GARDASIL 9,part.similares a hpv (vlp),jga.prell. x 0.5 ml,MSD Argentina SRL,432319,0,Ampollas/Frascos-Ampolla/Liofilizados/Soluc.Parent,inyectable IM,,No Clasificada,1,unidades de 0.5 ml,Venta Bajo Receta,Vac.contra virus Papiloma Humano,6676842,440301000221107,07797991150281,7797991150243,Importado,NO CONTROLADO
GARDOTON,glibenclamida,comp.x 30,Raffo,13375,5190,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,30,unidades,Venta Bajo Receta,Hipoglucemiante oral,3366871,122211000221101,07798084680036,7798084680036,Nacional,NO CONTROLADO
GARDOTON,glibenclamida,comp.x 60,Raffo,26526,10296,Comprimidos/Pastillas/Tabletas/Grageas,oral,,mg,60,unidades,Venta Bajo Receta,Hipoglucemiante oral,3366872,122221000221106,07798084680043,7798084680043,Nacional,NO CONTROLADO
GARGALETAS,gramicidina+neomicina+asoc.,caram.blíster x 9,Monserrat,7150,0,Caramelos,oral,,No Clasificada,9,unidades,Venta Libre,Antibiótico Anestésico bucof., ,202721000221109,07795334428868,7795334428868,Nacional,NO CONTROLADO
GASTEC,omeprazol,20 mg cáps.x 15,Laboratorios Bernabó,12028,0,Cápsulas/Softgels,oral,,mg,15,unidades,Venta Libre,Antiulceroso,3146171,189901000221106,07792175000741,7792175000741,Nacional,NO CONTROLADO
GASTEC,omeprazol,40 mg cáps.x 28,Laboratorios Bernabó,41105,0,Cápsulas/Softgels,oral,,mg,28,unidades,Venta Libre,Antiulceroso,5248114,102111000221101,07792175007429,7792175007429,Nacional,NO CONTROLADO
GASTEC,omeprazol,10 mg cáps.x 30,Laboratorios Bernabó,11696,0,Cápsulas/Softgels,oral,,mg,30,unidades,Venta Libre,Antiulceroso,4223292,213001000221107,07792175001182,7792175001182,Nacional,NO CONTROLADO
